reward_max	reward_mean	time
-104.74598216595562	-108.56002209405258	7.170531749725342
-104.7227927136893	-107.68852271851566	10.779261350631714
-104.4336681423032	-107.12401940017475	14.637916088104248
-104.31888351236594	-107.92690017280654	18.152880430221558
-103.99314911051033	-107.36147151302666	21.917768239974976
-19.2636337071993	-106.61866901833716	26.026374340057373
-19.026319792535034	-95.9772667535661	31.97404909133911
-18.983737741886294	-99.91910827609216	37.783735513687134
-19.138126739319343	-105.17825055797216	42.814045429229736
-19.020818326438604	-103.61566920468103	48.07867908477783
-18.76787733141253	-96.47092337578452	54.82738471031189
-18.90195513685983	-103.75998623716313	60.250022649765015
-18.948180780316964	-101.55705348568237	65.88958978652954
-18.85021813024015	-99.95249839161526	72.13842010498047
-18.714343211922117	-99.84042200705031	78.52784729003906
-18.92200437263278	-99.49783323616779	85.22971773147583
-18.451694826703545	-103.7831781073965	91.17294359207153
-18.564703847698894	-102.88018487719475	97.5079596042633
-18.625952240454588	-106.76578543512758	103.38648986816406
-18.668266995383348	-102.84183118446812	109.83954215049744
-18.99160176090707	-101.6285040821519	115.67476177215576
-18.406524125620727	-97.97507242666471	122.4889440536499
-18.47395575591915	-102.83637918776265	128.2690830230713
-18.58244652607412	-100.63984698795069	134.67413353919983
-18.916986436704143	-102.82848812066452	140.7042841911316
-18.549656992417507	-104.75680371186905	146.20322251319885
-18.76576561959398	-106.06505464460155	151.8532977104187
-18.52483475763912	-103.39303835301452	157.78635215759277
-18.76276580362404	-104.92716949345967	163.61338448524475
-18.711362312145535	-102.6341358545535	169.89345836639404
-18.51335391486433	-105.86039708453211	175.90795803070068
-18.510413964135537	-102.18545555815405	181.8599350452423
-15.987208702088012	-100.99501632941572	187.6379177570343
-18.726447344243628	-104.5983300963924	192.99632000923157
-18.50331061435175	-100.64654395710883	199.510724067688
-18.942377543108435	-103.01226946121484	205.3136966228485
-18.93022806954874	-104.57134423406549	211.06262373924255
-18.685775648969365	-101.25716712407291	217.41237115859985
-19.014094117701145	-102.5393765899999	223.48150539398193
-18.87930082782361	-99.63208277970037	229.91649293899536
-18.88902608711639	-103.42638538019703	235.48559546470642
-18.827435824242112	-102.7710704878804	241.39049983024597
-18.848784686108427	-104.08137927267508	247.04545783996582
-18.692971366613417	-105.53629150145431	252.73165655136108
-18.716569816735824	-104.37769819455171	258.4178612232208
-18.57972274778907	-102.49322929013142	264.30713844299316
-18.57178607384865	-104.59851628120181	270.20088362693787
-19.006101064300125	-102.13908294360141	276.34534072875977
-18.891071880701258	-103.06647819657273	281.88018250465393
-18.72339108070537	-100.68064840157935	287.61321687698364
-18.793068090228285	-105.06700401953684	292.7370479106903
-18.844134182893974	-104.92131906632783	297.5796389579773
-18.673316698430714	-105.11751534701284	302.7659547328949
-18.422763116446614	-104.98505218598565	308.48343110084534
-18.429612123343365	-102.37399989675225	314.732004404068
-18.377207459171647	-100.26125576084996	321.1211714744568
-18.05301013536502	-105.8286894122265	326.79175209999084
-18.67987459375089	-104.90411329012974	332.3806619644165
-18.81447162310587	-104.00417634555438	338.0711073875427
-18.669067638952917	-108.18555339343585	343.01491713523865
-18.53268317507761	-102.08971986550014	349.00094985961914
-18.67122127621675	-101.40934660457098	355.0817220211029
-18.405451162625084	-100.50089642835829	361.2271544933319
-17.96506022639391	-99.60963515589769	367.31951212882996
-18.279027322406538	-104.8173727023296	372.80263471603394
-18.013965560254288	-105.6584217481072	378.0045750141144
-18.008624960351145	-105.64897640875371	383.3158595561981
-18.60231273016828	-105.15449205102176	389.1426544189453
-18.49819184278007	-100.86051775155056	395.3018546104431
-18.4908187207983	-103.9392146817793	401.1962821483612
-18.321011007719438	-100.88227344263468	407.4448227882385
-18.432619105645152	-105.17364487483708	413.06857109069824
-18.289155622090544	-103.11502554746139	418.926607131958
-17.73018126337041	-98.25099768491752	425.15842366218567
-17.766999656070634	-97.72715199594245	431.70380115509033
-17.639011671938658	-103.11140046004358	437.1713020801544
-17.172075619648524	-97.67442419597786	443.56046867370605
-17.14788563258633	-96.14571256040358	450.1995778083801
-16.23588315281771	-99.51414825838823	456.2200620174408
-15.992933032550512	-99.28961235568642	461.95830035209656
-14.837567513975609	-96.9120385882398	467.9413402080536
-14.641149340430948	-98.87372986959623	474.08056378364563
-14.13339446141882	-96.25599891545228	480.39161920547485
-12.339550720826395	-88.61972294165987	487.71502351760864
-9.727310738523816	-73.20391559502201	497.35344767570496
-7.121491392023848	-42.511673349932856	510.50669407844543
-4.62854586025638	-35.649994236410876	524.1785550117493
-4.516503511127089	-29.099083953656844	538.8777289390564
-4.601111720597372	-57.59908597581199	549.8905282020569
-4.477826700716278	-94.91065391907782	556.1234812736511
-4.707873701509387	-93.59893996735066	562.7313783168793
-4.78516479754323	-93.38311493860218	569.2298939228058
-4.587534389189455	-90.85659266456835	576.2075750827789
-4.449889056222189	-78.64292821677101	584.789272069931
-4.65587688823232	-83.68478209555211	592.4593968391418
-4.5674082058357675	-76.9895126796718	601.1449134349823
-4.799038634123605	-72.28611004359689	610.3634750843048
-4.73125048947211	-62.04401686312912	620.9392161369324
-4.611054825680944	-59.532915775164376	632.0304026603699
-4.417737762294709	-66.71155651918852	642.1451697349548
-4.313994844403116	-55.208242194644	653.5644369125366
-4.115377573958585	-47.42640547410048	666.1084487438202
-4.1953948796498475	-46.56301787511744	678.5595998764038
-4.639467285139486	-52.292973457907024	690.2444326877594
-4.315227210260924	-56.98034923645308	701.1588325500488
-4.274839700571573	-29.542672765599956	715.8154900074005
-3.7252848395865175	-57.845999407704106	727.1722702980042
-4.65217910224293	-95.69848704606675	733.4960162639618
-4.591443690696096	-96.20422610881566	739.4790525436401
-7.00464450511398	-90.78520699655614	746.3993196487427
-4.824299121765095	-86.71249187073751	753.9695544242859
-4.101442022149147	-78.5879085024622	762.5991446971893
-4.480625837287556	-85.80999211720228	770.3629965782166
-4.127865761097521	-86.1401282156851	777.9393918514252
-4.586766098822775	-76.35953246515106	787.0623097419739
-4.608771169609701	-59.34910204247349	798.3680596351624
-4.599599073072264	-57.921123448401744	809.8341901302338
-4.341048230280489	-60.041705137800996	821.4947843551636
-4.7505309588635996	-50.38025592265358	833.8475196361542
-4.454723751526945	-52.38327847235982	845.5792174339294
