reward_max	reward_mean	time
-200.0	-200.0	5.8184592723846436
-200.0	-200.0	8.64095687866211
-200.0	-200.0	11.423530340194702
-200.0	-200.0	14.188151836395264
-200.0	-200.0	16.961212873458862
-200.0	-200.0	19.679335117340088
-168.0	-199.64835164835165	22.381810426712036
-165.0	-199.6153846153846	25.162420988082886
-169.0	-199.1868131868132	27.94306492805481
-125.0	-198.1098901098901	30.692435026168823
-132.0	-198.54945054945054	33.42621850967407
-200.0	-200.0	36.22244930267334
-176.0	-199.73626373626374	38.924954652786255
-120.0	-197.78021978021977	41.61183571815491
-107.0	-197.0879120879121	44.29871726036072
-90.0	-197.71428571428572	46.98560285568237
-140.0	-198.75824175824175	49.75055694580078
-139.0	-197.72527472527472	52.60637378692627
-114.0	-197.69230769230768	55.36410212516785
-114.0	-198.25274725274724	58.113468170166016
-118.0	-198.37362637362637	60.8315954208374
-119.0	-197.62637362637363	63.572208881378174
-110.0	-194.76923076923077	66.22784924507141
-117.0	-198.07692307692307	69.00845837593079
-113.0	-197.74725274725276	71.77344870567322
-138.0	-197.9120879120879	74.4759521484375
-102.0	-197.02197802197801	77.17845487594604
-179.0	-199.69230769230768	79.88095927238464
-178.0	-199.75824175824175	82.5990834236145
-88.0	-195.93406593406593	85.23910117149353
-111.0	-197.37362637362637	87.9103672504425
-142.0	-198.7912087912088	90.61286544799805
-144.0	-199.3846153846154	93.33099102973938
-112.0	-194.97802197802199	95.95657420158386
-88.0	-195.9120879120879	98.6278338432312
-146.0	-197.5054945054945	101.29909467697144
-133.0	-197.5934065934066	103.98597574234009
-135.0	-198.3956043956044	106.67286038398743
-111.0	-197.06593406593407	109.34411931037903
-113.0	-198.04395604395606	112.18441462516785
-140.0	-198.43956043956044	114.94163060188293
-94.0	-196.25274725274724	117.67540955543518
-125.0	-198.2967032967033	120.4091546535492
-128.0	-197.6043956043956	123.15852212905884
-130.0	-198.5164835164835	125.90685701370239
-140.0	-198.8021978021978	128.62498211860657
-173.0	-199.47252747252747	131.327486038208
-137.0	-198.57142857142858	134.0143678188324
-114.0	-197.63736263736263	136.70121788978577
-113.0	-197.54945054945054	139.40375304222107
-116.0	-194.64835164835165	142.0906045436859
-113.0	-197.62637362637363	144.84000253677368
-113.0	-198.23076923076923	147.52688550949097
-115.0	-195.32967032967034	150.18252444267273
-85.0	-196.46153846153845	152.83816814422607
-88.0	-197.28571428571428	155.50942540168762
-170.0	-199.13186813186815	158.19549465179443
-113.0	-196.98901098901098	160.86675429344177
-85.0	-192.63736263736263	163.49115180969238
-118.0	-194.41758241758242	166.13116979599
-89.0	-195.4945054945055	168.78680849075317
-92.0	-195.5054945054945	171.44631099700928
-141.0	-198.6153846153846	174.23087859153748
-119.0	-196.04395604395606	176.97256183624268
-89.0	-195.1868131868132	179.70726227760315
-83.0	-196.98901098901098	182.47587370872498
-122.0	-196.94505494505495	185.21256852149963
-123.0	-198.24175824175825	187.9024260044098
-85.0	-194.26373626373626	190.54244470596313
-87.0	-197.54945054945054	193.244948387146
-86.0	-197.28571428571428	195.93183040618896
-85.0	-197.14285714285714	198.60309147834778
-88.0	-197.8021978021978	201.30559372901917
-140.0	-198.9010989010989	204.07058310508728
-102.0	-195.5164835164835	206.7262270450592
-87.0	-194.57142857142858	209.38186621665955
-102.0	-196.17582417582418	212.09998679161072
-126.0	-196.36263736263737	214.80245971679688
-118.0	-197.52747252747253	217.53623366355896
-109.0	-197.23076923076923	220.2310061454773
-109.0	-196.14285714285714	222.91788911819458
-83.0	-197.57142857142858	225.6360137462616
-95.0	-193.13186813186815	228.32289719581604
-85.0	-197.42857142857142	231.0097770690918
-88.0	-191.96703296703296	233.76654601097107
