reward_max	reward_mean	time
-104.38868636258442	-107.79434077649847	7.357678651809692
-104.37823827967482	-107.31826254926307	11.372364282608032
-19.315987815500716	-107.62682419051916	15.355809926986694
-19.225563859318573	-108.65423101575924	21.0888409614563
-19.182128899722535	-108.82042630508609	26.931224584579468
-19.145236796017087	-105.42067474320665	32.476800203323364
-105.49932715546215	-109.73210307206939	37.66308617591858
-105.471435898697	-108.4125249136348	42.52132296562195
-19.33052777457116	-107.2842409747208	47.62950372695923
-19.20116183809059	-97.58744293341206	54.22171139717102
-19.141086252367124	-104.69392936445153	60.0015766620636
-19.10606431162043	-97.4173509019837	66.87496709823608
-19.081828496090935	-106.54677786858151	72.62365889549255
-19.090575581636745	-103.78086583577007	78.934645652771
-18.946145555822095	-103.83280082042941	85.26132082939148
-19.04447414776933	-105.61331515306195	90.66627383232117
-18.939559408319575	-104.77492791382625	96.68049097061157
-19.148974661333018	-106.62425588672295	101.92926287651062
-19.08256226724746	-102.47742477699583	108.16221141815186
-19.037354026260463	-103.00656710810557	114.44199323654175
-19.002463807954634	-102.67061822861486	120.72177171707153
-19.036692008395935	-102.79574431275914	126.5641565322876
-19.101848523531114	-105.46006013279737	132.0160036087036
-19.249871264357072	-107.51920814693648	136.68678450584412
-18.829817650668957	-103.15415283836934	142.10739088058472
-19.237226607428784	-106.45756353628768	147.27805876731873
-19.227005239674153	-103.58639152557824	152.51120686531067
-19.31587974369211	-108.22339111459803	157.58814358711243
-19.092634668076577	-103.38970814683475	163.91475701332092
-19.046908454459086	-98.70782817997207	170.86729049682617
-19.08863446552539	-106.53891122793765	176.7253270149231
-19.119495558274835	-106.23008404574956	182.11465883255005
-19.000927244087695	-105.28314640011249	187.69151067733765
-18.651846438177394	-104.76275777356396	193.23705625534058
-19.01498099801382	-107.67332286789802	198.32964539527893
-18.834883744814757	-107.0102260189164	202.29746913909912
-18.663582985091953	-101.09942995826482	207.65558743476868
-18.68931250897235	-100.27855654456091	213.41983127593994
-18.75323345124346	-102.45850400806879	219.27786803245544
