reward_max	reward_mean	time
-49.58540309817175	-332.8429341843014	4.186585903167725
16.83986149964352	-300.5835689948177	5.748790979385376
26.467338130036808	-143.4624296196916	6.873552560806274
39.77834009649973	-162.7560234014951	8.076425790786743
59.16901425085544	-154.54322790767492	9.201186418533325
26.20215027584632	-161.27339535209245	10.372814893722534
41.41019617228932	-246.53185872793068	12.09120225906372
-78.67271164355375	-270.7726695560076	13.65337324142456
38.670960744098466	-414.7891865590586	15.840412139892578
-80.35957706275622	-577.2377952792127	18.38675045967102
6.501372402863041	-322.6076948472953	20.12075972557068
-95.34366094139673	-510.1825461837087	21.729795455932617
44.336781617847095	-386.4199845183021	23.134756326675415
31.131683892714477	-467.5655844538267	24.68241310119629
8.119648223427504	-378.0581991195034	26.098490238189697
-61.281584179446526	-298.1279601584989	27.333414554595947
-31.58154339034371	-225.03623449872404	28.51315999031067
42.01220492112762	-166.64651391782184	29.684788942337036
16.444270051906543	-155.9290537914621	30.80955171585083
17.092147416478113	-173.98551680155487	32.07494401931763
7.083169287742521	-151.49284211668186	33.21532988548279
9.323765022559314	-137.55994969268292	34.30884647369385
25.442450571001913	-132.9668793406038	35.43360900878906
35.55720574892081	-133.94661079650314	36.52709722518921
-45.04517359942951	-135.48898044755592	37.636269330978394
267.89139015218257	-131.80806590733448	38.76100015640259
-2.7459023715117326	-129.9850657815386	39.82330822944641
17.982810882255933	-126.74385106077754	40.93241763114929
-5.289808036962597	-134.35739073948906	42.04159116744995
-28.703027985952275	-136.37069967723045	43.10386872291565
23.3728980891852	-130.70553515323567	44.197389364242554
26.11445756418297	-128.923226963119	45.32211756706238
50.899459028791114	-132.34821696890245	46.41563820838928
62.370458470553444	-126.86213775846997	47.54043173789978
20.887178790630912	-132.27993940286512	48.633952140808105
-7.369432167642458	-142.7582461802767	49.75868368148804
23.260629112016034	-139.09248223808683	50.88347792625427
-30.410565715464827	-225.32642986040915	52.08631896972656
40.96939142713515	-210.8179899697902	53.309346199035645
-18.13895975625222	-147.30383572247013	54.40286612510681
51.428847391885085	-140.34566556196816	55.57449460029602
36.57491240228714	-238.29083451029433	57.15229153633118
-22.644479232569296	-265.18024690901984	58.65197443962097
56.82912399480148	-228.5602608659441	60.41719317436218
26.44881659961129	-132.32428795941135	61.651307582855225
31.562056538870763	-127.74447925119897	62.76047706604004
-11.121166573790816	-142.08296671414934	63.916486978530884
39.85594697883863	-134.22043228666237	65.05683994293213
40.28387987019261	-132.18260337652438	66.19725561141968
30.53214278381057	-137.07673998893256	67.35323095321655
-1.7588082032550147	-133.5856849121459	68.47799301147461
37.68891794061207	-136.76149923090534	69.64962124824524
-31.128727650207736	-191.82277731661003	71.0243673324585
253.20944795911075	-171.83942788182821	72.55525851249695
40.893667662083146	-242.36559041546784	74.89854645729065
55.060923159983076	-132.76318780106075	76.63252449035645
18.756311871928673	-111.40551285732087	78.27280378341675
62.03822076142859	-101.22752115268854	79.8506281375885
279.34079044362625	-157.99464054652043	82.27199482917786
59.18336495761423	-158.48799581894346	84.1711757183075
246.5667245168939	-157.9985312617131	86.33248114585876
218.36327000443464	-245.7252013313863	89.08415746688843
236.4055562448905	-277.9108408914482	91.64241361618042
21.78886770145077	-289.5024872666667	94.02011156082153
156.97181886859372	-175.99608075770678	96.5284333229065
142.9414915945965	-243.0480292100938	100.63957095146179
272.9986355013219	-221.69197601120135	103.63662981987
216.43619861401697	-135.9941111330183	106.3504388332367
256.4941547093283	-155.14821453638046	108.63566565513611
237.99759850038174	-112.82111261508356	111.11951637268066
248.5786861064229	-144.69515503066717	114.18133878707886
242.08924374698114	-114.68215554548014	116.20209503173828
220.17028033209596	-107.1805276943847	119.31084537506104
282.71639108521435	-95.72431572618659	121.45101928710938
42.61952880287308	-132.86352690373732	123.5755717754364
50.50295803150871	-160.20496691274263	125.51266407966614
275.0955737935043	-86.91498017054604	127.27791714668274
276.24002611523235	-90.30600865759817	129.24625205993652
115.86814294778881	-102.56057977606834	130.87091207504272
74.23745720158459	-89.13388479731772	132.90173363685608
230.18817701748452	-103.6622602374816	136.13543272018433
141.69469307614338	-137.72386822973	140.74383020401
275.42180714418953	-76.42764953181334	146.21257042884827
313.4202304636058	-36.5979304169282	154.16884112358093
301.8060998344812	-84.461226475366	158.26173162460327
289.87553544063053	-52.2323980761039	163.71370387077332
283.5905664665558	-45.11035843949734	172.75867652893066
279.64911683432155	-107.21565033829063	176.55474829673767
264.6690504139254	-141.4017848381613	181.75281834602356
278.91880936309803	-129.99685735923418	186.29876732826233
292.2731546450453	-192.56798779525408	191.54766249656677
284.2284962182329	-151.4929474338799	197.65575051307678
279.19881532774355	-134.78928929139218	205.92663884162903
303.22572346071826	-152.44792418149612	213.12086129188538
283.8363234005038	-153.1229869651201	219.32267832756042
254.90297911418682	-123.46939234180768	226.50869607925415
128.96434875464735	-250.71142182941443	233.11664628982544
119.95122759205846	-200.88969072732624	237.17832446098328
259.1859028767151	-73.57591156576326	243.0124843120575
307.0629924899622	-170.74604432779486	246.16803741455078
282.1896382173832	-180.11536847455096	250.01100993156433
214.22778375798532	-210.4049036176928	253.24470281600952
265.8816747498122	-88.70626101552472	258.97783875465393
292.85327113349797	-51.34725649928822	267.2048764228821
241.67216068150253	-56.06823028061754	274.3923707008362
266.90252216808767	-47.64290356993023	280.0149109363556
269.64463981088267	-94.92065238199059	284.2483928203583
278.4678009439282	-77.36748665808906	288.903662443161
