reward_max	reward_mean	time
349.0	28.923076923076923	0.6092314720153809
482.0	29.604395604395606	1.0153863430023193
137.0	22.75824175824176	1.3598942756652832
500.0	67.82417582417582	2.1878304481506348
500.0	60.73626373626374	2.937619209289551
500.0	77.52747252747253	3.859278678894043
500.0	142.96703296703296	5.4995505809783936
500.0	107.51648351648352	6.7492592334747314
500.0	157.02197802197801	8.530094623565674
500.0	117.5934065934066	9.889148950576782
500.0	196.16483516483515	12.12300181388855
500.0	185.03296703296704	14.216261386871338
500.0	208.85714285714286	16.575084924697876
500.0	165.46153846153845	18.44961428642273
500.0	189.36263736263737	20.60539221763611
500.0	204.96703296703296	22.90169906616211
500.0	206.05494505494505	25.244931936264038
500.0	276.56043956043953	28.462896823883057
500.0	231.54945054945054	31.09403419494629
